MATERIALS: 
	 1     BALSA                          
	 2     BIAXIAL                        
	 3     PAINT                          
	 4     REINFORCEMENT                  
	 5     TRIAXIAL                       
	 6     UNIDIRECTIONAL                 
ELEMENT_1: 
	 Elements ID: 
	 	 1	 	 266	 	 531	 	 796
	 	 2	 	 267	 	 532	 	 797
	 	 3	 	 268	 	 533	 	 798
	 	 4	 	 269	 	 534	 	 799
	 	 5	 	 270	 	 535	 	 800
	 	 6	 	 271	 	 536	 	 801
	 	 7	 	 272	 	 537	 	 802
	 	 8	 	 273	 	 538	 	 803
	 	 9	 	 274	 	 539	 	 804
	 Materials ID: 
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
ELEMENT_2: 
	 Elements ID: 
	 	 10	 	 275	 	 540	 	 805
	 	 11	 	 276	 	 541	 	 806
	 	 12	 	 277	 	 542	 	 807
	 	 13	 	 278	 	 543	 	 808
	 	 14	 	 279	 	 544	 	 809
	 	 15	 	 280	 	 545	 	 810
	 	 16	 	 281	 	 546	 	 811
	 	 17	 	 282	 	 547	 	 812
	 	 18	 	 283	 	 548	 	 813
	 	 19	 	 284	 	 549	 	 814
	 	 20	 	 285	 	 550	 	 815
	 	 21	 	 286	 	 551	 	 816
	 	 22	 	 287	 	 552	 	 817
	 	 23	 	 288	 	 553	 	 818
	 	 24	 	 289	 	 554	 	 819
	 	 25	 	 290	 	 555	 	 820
	 	 26	 	 291	 	 556	 	 821
	 	 27	 	 292	 	 557	 	 822
	 	 28	 	 293	 	 558	 	 823
	 	 29	 	 294	 	 559	 	 824
	 	 30	 	 295	 	 560	 	 825
	 	 31	 	 296	 	 561	 	 826
	 	 32	 	 297	 	 562	 	 827
	 	 33	 	 298	 	 563	 	 828
	 	 34	 	 299	 	 564	 	 829
	 	 35	 	 300	 	 565	 	 830
	 	 36	 	 301	 	 566	 	 831
	 	 37	 	 302	 	 567	 	 832
	 	 38	 	 303	 	 568	 	 833
	 	 39	 	 304	 	 569	 	 834
	 	 40	 	 305	 	 570	 	 835
	 	 41	 	 306	 	 571	 	 836
	 	 42	 	 307	 	 572	 	 837
	 	 43	 	 308	 	 573	 	 838
	 	 44	 	 309	 	 574	 	 839
	 	 45	 	 310	 	 575	 	 840
	 	 46	 	 311	 	 576	 	 841
	 	 47	 	 312	 	 577	 	 842
	 	 48	 	 313	 	 578	 	 843
	 	 49	 	 314	 	 579	 	 844
	 	 50	 	 315	 	 580	 	 845
	 	 51	 	 316	 	 581	 	 846
	 	 52	 	 317	 	 582	 	 847
	 	 53	 	 318	 	 583	 	 848
	 	 54	 	 319	 	 584	 	 849
	 	 55	 	 320	 	 585	 	 850
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_3: 
	 Elements ID: 
	 	 56	 	 321	 	 586	 	 851
	 	 57	 	 322	 	 587	 	 852
	 	 58	 	 323	 	 588	 	 853
	 	 59	 	 324	 	 589	 	 854
	 	 60	 	 325	 	 590	 	 855
	 	 61	 	 326	 	 591	 	 856
	 	 62	 	 327	 	 592	 	 857
	 	 63	 	 328	 	 593	 	 858
	 	 64	 	 329	 	 594	 	 859
	 	 65	 	 330	 	 595	 	 860
	 	 66	 	 331	 	 596	 	 861
	 	 67	 	 332	 	 597	 	 862
	 	 68	 	 333	 	 598	 	 863
	 	 69	 	 334	 	 599	 	 864
	 Materials ID: 
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
ELEMENT_4: 
	 Elements ID: 
	 	 70	 	 335	 	 600	 	 865
	 	 71	 	 336	 	 601	 	 866
	 	 72	 	 337	 	 602	 	 867
	 	 73	 	 338	 	 603	 	 868
	 	 74	 	 339	 	 604	 	 869
	 	 75	 	 340	 	 605	 	 870
	 	 76	 	 341	 	 606	 	 871
	 	 77	 	 342	 	 607	 	 872
	 	 78	 	 343	 	 608	 	 873
	 	 79	 	 344	 	 609	 	 874
	 	 80	 	 345	 	 610	 	 875
	 	 81	 	 346	 	 611	 	 876
	 	 82	 	 347	 	 612	 	 877
	 	 83	 	 348	 	 613	 	 878
	 	 84	 	 349	 	 614	 	 879
	 	 85	 	 350	 	 615	 	 880
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_5: 
	 Elements ID: 
	 	 86	 	 351	 	 616	 	 881
	 	 87	 	 352	 	 617	 	 882
	 	 88	 	 353	 	 618	 	 883
	 	 89	 	 354	 	 619	 	 884
