MATERIALS: 
	 1     BALSA                          
	 2     BIAXIAL                        
	 3     PAINT                          
	 4     REINFORCEMENT                  
	 5     TRIAXIAL                       
	 6     UNIDIRECTIONAL                 
ELEMENT_1: 
	 Elements ID: 
	 	 1	 	 231	 	 461	 	 691
	 	 2	 	 232	 	 462	 	 692
	 	 3	 	 233	 	 463	 	 693
	 	 4	 	 234	 	 464	 	 694
	 	 5	 	 235	 	 465	 	 695
	 	 6	 	 236	 	 466	 	 696
	 	 7	 	 237	 	 467	 	 697
	 	 8	 	 238	 	 468	 	 698
	 	 9	 	 239	 	 469	 	 699
	 	 10	 	 240	 	 470	 	 700
	 	 11	 	 241	 	 471	 	 701
	 	 12	 	 242	 	 472	 	 702
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_2: 
	 Elements ID: 
	 	 13	 	 243	 	 473	 	 703
	 	 14	 	 244	 	 474	 	 704
	 	 15	 	 245	 	 475	 	 705
	 	 16	 	 246	 	 476	 	 706
	 	 17	 	 247	 	 477	 	 707
	 	 18	 	 248	 	 478	 	 708
	 	 19	 	 249	 	 479	 	 709
	 	 20	 	 250	 	 480	 	 710
	 	 21	 	 251	 	 481	 	 711
	 	 22	 	 252	 	 482	 	 712
	 	 23	 	 253	 	 483	 	 713
	 	 24	 	 254	 	 484	 	 714
	 	 25	 	 255	 	 485	 	 715
	 	 26	 	 256	 	 486	 	 716
	 	 27	 	 257	 	 487	 	 717
	 	 28	 	 258	 	 488	 	 718
	 	 29	 	 259	 	 489	 	 719
	 	 30	 	 260	 	 490	 	 720
	 	 31	 	 261	 	 491	 	 721
	 	 32	 	 262	 	 492	 	 722
	 	 33	 	 263	 	 493	 	 723
	 	 34	 	 264	 	 494	 	 724
	 	 35	 	 265	 	 495	 	 725
	 	 36	 	 266	 	 496	 	 726
	 	 37	 	 267	 	 497	 	 727
	 	 38	 	 268	 	 498	 	 728
	 	 39	 	 269	 	 499	 	 729
	 	 40	 	 270	 	 500	 	 730
	 	 41	 	 271	 	 501	 	 731
	 	 42	 	 272	 	 502	 	 732
	 	 43	 	 273	 	 503	 	 733
	 	 44	 	 274	 	 504	 	 734
	 	 45	 	 275	 	 505	 	 735
	 	 46	 	 276	 	 506	 	 736
	 	 47	 	 277	 	 507	 	 737
	 	 48	 	 278	 	 508	 	 738
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_3: 
	 Elements ID: 
	 	 49	 	 279	 	 509	 	 739
	 	 50	 	 280	 	 510	 	 740
	 	 51	 	 281	 	 511	 	 741
	 	 52	 	 282	 	 512	 	 742
	 	 53	 	 283	 	 513	 	 743
	 	 54	 	 284	 	 514	 	 744
	 	 55	 	 285	 	 515	 	 745
	 	 56	 	 286	 	 516	 	 746
	 	 57	 	 287	 	 517	 	 747
	 	 58	 	 288	 	 518	 	 748
	 	 59	 	 289	 	 519	 	 749
	 	 60	 	 290	 	 520	 	 750
	 	 61	 	 291	 	 521	 	 751
	 	 62	 	 292	 	 522	 	 752
	 	 63	 	 293	 	 523	 	 753
	 	 64	 	 294	 	 524	 	 754
	 	 65	 	 295	 	 525	 	 755
	 	 66	 	 296	 	 526	 	 756
	 	 67	 	 297	 	 527	 	 757
	 	 68	 	 298	 	 528	 	 758
	 	 69	 	 299	 	 529	 	 759
	 	 70	 	 300	 	 530	 	 760
	 	 71	 	 301	 	 531	 	 761
	 	 72	 	 302	 	 532	 	 762
	 	 73	 	 303	 	 533	 	 763
	 	 74	 	 304	 	 534	 	 764
	 	 75	 	 305	 	 535	 	 765
	 	 76	 	 306	 	 536	 	 766
	 Materials ID: 
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
ELEMENT_4: 
	 Elements ID: 
	 	 77	 	 307	 	 537	 	 767
	 	 78	 	 308	 	 538	 	 768
	 	 79	 	 309	 	 539	 	 769
	 	 80	 	 310	 	 540	 	 770
	 	 81	 	 311	 	 541	 	 771
	 	 82	 	 312	 	 542	 	 772
	 	 83	 	 313	 	 543	 	 773
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_5: 
	 Elements ID: 
	 	 84	 	 314	 	 544	 	 774
	 	 85	 	 315	 	 545	 	 775
	 	 86	 	 316	 	 546	 	 776
	 	 87	 	 317	 	 547	 	 777
	 	 88	 	 318	 	 548	 	 778
	 	 89	 	 319	 	 549	 	 779
	 	 90	 	 320	 	 550	 	 780
	 	 91	 	 321	 	 551	 	 781
	 	 92	 	 322	 	 552	 	 782
	 	 93	 	 323	 	 553	 	 783
	 	 94	 	 324	 	 554	 	 784
	 	 95	 	 325	 	 555	 	 785
	 	 96	 	 326	 	 556	 	 786
	 	 97	 	 327	 	 557	 	 787
	 	 98	 	 328	 	 558	 	 788
	 	 99	 	 329	 	 559	 	 789
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_6: 
	 Elements ID: 
	 	 100	 	 330	 	 560	 	 790
	 	 101	 	 331	 	 561	 	 791
	 	 102	 	 332	 	 562	 	 792
	 	 103	 	 333	 	 563	 	 793
	 	 104	 	 334	 	 564	 	 794
	 	 105	 	 335	 	 565	 	 795
	 	 106	 	 336	 	 566	 	 796
	 	 107	 	 337	 	 567	 	 797
	 	 108	 	 338	 	 568	 	 798
	 	 109	 	 339	 	 569	 	 799
	 	 110	 	 340	 	 570	 	 800
	 	 111	 	 341	 	 571	 	 801
	 	 112	 	 342	 	 572	 	 802
	 	 113	 	 343	 	 573	 	 803
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_7: 
	 Elements ID: 
	 	 114	 	 344	 	 574	 	 804
	 	 115	 	 345	 	 575	 	 805
	 	 116	 	 346	 	 576	 	 806
	 	 117	 	 347	 	 577	 	 807
	 	 118	 	 348	 	 578	 	 808
	 	 119	 	 349	 	 579	 	 809
	 	 120	 	 350	 	 580	 	 810
	 	 121	 	 351	 	 581	 	 811
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_8: 
	 Elements ID: 
	 	 122	 	 352	 	 582	 	 812
	 	 123	 	 353	 	 583	 	 813
	 	 124	 	 354	 	 584	 	 814
	 	 125	 	 355	 	 585	 	 815
	 	 126	 	 356	 	 586	 	 816
	 	 127	 	 357	 	 587	 	 817
	 	 128	 	 358	 	 588	 	 818
	 	 129	 	 359	 	 589	 	 819
	 	 130	 	 360	 	 590	 	 820
	 	 131	 	 361	 	 591	 	 821
	 	 132	 	 362	 	 592	 	 822
	 	 133	 	 363	 	 593	 	 823
	 	 134	 	 364	 	 594	 	 824
	 	 135	 	 365	 	 595	 	 825
	 	 136	 	 366	 	 596	 	 826
	 	 137	 	 367	 	 597	 	 827
	 	 138	 	 368	 	 598	 	 828
	 	 139	 	 369	 	 599	 	 829
	 	 140	 	 370	 	 600	 	 830
