MATERIALS: 
	 1     BALSA                          
	 2     BIAXIAL                        
	 3     PAINT                          
	 4     REINFORCEMENT                  
	 5     TRIAXIAL                       
	 6     UNIDIRECTIONAL                 
ELEMENT_1: 
	 Elements ID: 
	 	 1	 	 254	 	 507	 	 760
	 	 2	 	 255	 	 508	 	 761
	 	 3	 	 256	 	 509	 	 762
	 	 4	 	 257	 	 510	 	 763
	 	 5	 	 258	 	 511	 	 764
	 	 6	 	 259	 	 512	 	 765
	 	 7	 	 260	 	 513	 	 766
	 	 8	 	 261	 	 514	 	 767
	 	 9	 	 262	 	 515	 	 768
	 Materials ID: 
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
ELEMENT_2: 
	 Elements ID: 
	 	 10	 	 263	 	 516	 	 769
	 	 11	 	 264	 	 517	 	 770
	 	 12	 	 265	 	 518	 	 771
	 	 13	 	 266	 	 519	 	 772
	 	 14	 	 267	 	 520	 	 773
	 	 15	 	 268	 	 521	 	 774
	 	 16	 	 269	 	 522	 	 775
	 	 17	 	 270	 	 523	 	 776
	 	 18	 	 271	 	 524	 	 777
	 	 19	 	 272	 	 525	 	 778
	 	 20	 	 273	 	 526	 	 779
	 	 21	 	 274	 	 527	 	 780
	 	 22	 	 275	 	 528	 	 781
	 	 23	 	 276	 	 529	 	 782
	 	 24	 	 277	 	 530	 	 783
	 	 25	 	 278	 	 531	 	 784
	 	 26	 	 279	 	 532	 	 785
	 	 27	 	 280	 	 533	 	 786
	 	 28	 	 281	 	 534	 	 787
	 	 29	 	 282	 	 535	 	 788
	 	 30	 	 283	 	 536	 	 789
	 	 31	 	 284	 	 537	 	 790
	 	 32	 	 285	 	 538	 	 791
	 	 33	 	 286	 	 539	 	 792
	 	 34	 	 287	 	 540	 	 793
	 	 35	 	 288	 	 541	 	 794
	 	 36	 	 289	 	 542	 	 795
	 	 37	 	 290	 	 543	 	 796
	 	 38	 	 291	 	 544	 	 797
	 	 39	 	 292	 	 545	 	 798
	 	 40	 	 293	 	 546	 	 799
	 	 41	 	 294	 	 547	 	 800
	 	 42	 	 295	 	 548	 	 801
	 	 43	 	 296	 	 549	 	 802
	 	 44	 	 297	 	 550	 	 803
	 	 45	 	 298	 	 551	 	 804
	 	 46	 	 299	 	 552	 	 805
	 	 47	 	 300	 	 553	 	 806
	 	 48	 	 301	 	 554	 	 807
	 	 49	 	 302	 	 555	 	 808
	 	 50	 	 303	 	 556	 	 809
	 	 51	 	 304	 	 557	 	 810
	 	 52	 	 305	 	 558	 	 811
	 	 53	 	 306	 	 559	 	 812
	 	 54	 	 307	 	 560	 	 813
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_3: 
	 Elements ID: 
	 	 55	 	 308	 	 561	 	 814
	 	 56	 	 309	 	 562	 	 815
	 	 57	 	 310	 	 563	 	 816
	 	 58	 	 311	 	 564	 	 817
	 	 59	 	 312	 	 565	 	 818
	 	 60	 	 313	 	 566	 	 819
	 	 61	 	 314	 	 567	 	 820
	 	 62	 	 315	 	 568	 	 821
	 	 63	 	 316	 	 569	 	 822
	 	 64	 	 317	 	 570	 	 823
	 	 65	 	 318	 	 571	 	 824
	 	 66	 	 319	 	 572	 	 825
	 	 67	 	 320	 	 573	 	 826
	 	 68	 	 321	 	 574	 	 827
	 	 69	 	 322	 	 575	 	 828
	 	 70	 	 323	 	 576	 	 829
	 Materials ID: 
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
ELEMENT_4: 
	 Elements ID: 
	 	 71	 	 324	 	 577	 	 830
	 	 72	 	 325	 	 578	 	 831
	 	 73	 	 326	 	 579	 	 832
	 	 74	 	 327	 	 580	 	 833
	 	 75	 	 328	 	 581	 	 834
	 	 76	 	 329	 	 582	 	 835
	 	 77	 	 330	 	 583	 	 836
	 	 78	 	 331	 	 584	 	 837
	 	 79	 	 332	 	 585	 	 838
	 	 80	 	 333	 	 586	 	 839
	 	 81	 	 334	 	 587	 	 840
	 	 82	 	 335	 	 588	 	 841
	 	 83	 	 336	 	 589	 	 842
	 	 84	 	 337	 	 590	 	 843
	 	 85	 	 338	 	 591	 	 844
	 	 86	 	 339	 	 592	 	 845
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_5: 
	 Elements ID: 
	 	 87	 	 340	 	 593	 	 846
	 	 88	 	 341	 	 594	 	 847
	 	 89	 	 342	 	 595	 	 848
	 	 90	 	 343	 	 596	 	 849
	 	 91	 	 344	 	 597	 	 850
	 	 92	 	 345	 	 598	 	 851
	 	 93	 	 346	 	 599	 	 852
	 	 94	 	 347	 	 600	 	 853
	 	 95	 	 348	 	 601	 	 854
	 	 96	 	 349	 	 602	 	 855
	 	 97	 	 350	 	 603	 	 856
	 	 98	 	 351	 	 604	 	 857
	 	 99	 	 352	 	 605	 	 858
	 Materials ID: 
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
ELEMENT_6: 
	 Elements ID: 
	 	 100	 	 353	 	 606	 	 859
	 	 101	 	 354	 	 607	 	 860
	 	 102	 	 355	 	 608	 	 861
	 	 103	 	 356	 	 609	 	 862
	 	 104	 	 357	 	 610	 	 863
	 	 105	 	 358	 	 611	 	 864
	 	 106	 	 359	 	 612	 	 865
	 	 107	 	 360	 	 613	 	 866
	 	 108	 	 361	 	 614	 	 867
	 	 109	 	 362	 	 615	 	 868
	 	 110	 	 363	 	 616	 	 869
	 Materials ID: 
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
ELEMENT_7: 
	 Elements ID: 
	 	 111	 	 364	 	 617	 	 870
	 	 112	 	 365	 	 618	 	 871
	 	 113	 	 366	 	 619	 	 872
	 	 114	 	 367	 	 620	 	 873
	 	 115	 	 368	 	 621	 	 874
	 	 116	 	 369	 	 622	 	 875
	 	 117	 	 370	 	 623	 	 876
	 	 118	 	 371	 	 624	 	 877
	 	 119	 	 372	 	 625	 	 878
	 	 120	 	 373	 	 626	 	 879
	 	 121	 	 374	 	 627	 	 880
	 	 122	 	 375	 	 628	 	 881
	 	 123	 	 376	 	 629	 	 882
	 	 124	 	 377	 	 630	 	 883
	 	 125	 	 378	 	 631	 	 884
	 	 126	 	 379	 	 632	 	 885
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_8: 
	 Elements ID: 
	 	 127	 	 380	 	 633	 	 886
	 	 128	 	 381	 	 634	 	 887
	 	 129	 	 382	 	 635	 	 888
	 	 130	 	 383	 	 636	 	 889
	 	 131	 	 384	 	 637	 	 890
	 	 132	 	 385	 	 638	 	 891
	 	 133	 	 386	 	 639	 	 892
	 	 134	 	 387	 	 640	 	 893
	 	 135	 	 388	 	 641	 	 894
	 	 136	 	 389	 	 642	 	 895
	 	 137	 	 390	 	 643	 	 896
	 	 138	 	 391	 	 644	 	 897
	 	 139	 	 392	 	 645	 	 898
	 	 140	 	 393	 	 646	 	 899
	 	 141	 	 394	 	 647	 	 900
	 	 142	 	 395	 	 648	 	 901
	 Materials ID: 
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
ELEMENT_9: 
	 Elements ID: 
	 	 143	 	 396	 	 649	 	 902
	 	 144	 	 397	 	 650	 	 903
	 	 145	 	 398	 	 651	 	 904
	 	 146	 	 399	 	 652	 	 905
	 	 147	 	 400	 	 653	 	 906
	 	 148	 	 401	 	 654	 	 907
	 	 149	 	 402	 	 655	 	 908
	 	 150	 	 403	 	 656	 	 909
	 	 151	 	 404	 	 657	 	 910
	 	 152	 	 405	 	 658	 	 911
	 	 153	 	 406	 	 659	 	 912
	 	 154	 	 407	 	 660	 	 913
	 	 155	 	 408	 	 661	 	 914
	 	 156	 	 409	 	 662	 	 915
	 	 157	 	 410	 	 663	 	 916
	 	 158	 	 411	 	 664	 	 917
	 	 159	 	 412	 	 665	 	 918
	 	 160	 	 413	 	 666	 	 919
	 	 161	 	 414	 	 667	 	 920
	 	 162	 	 415	 	 668	 	 921
	 	 163	 	 416	 	 669	 	 922
	 	 164	 	 417	 	 670	 	 923
	 	 165	 	 418	 	 671	 	 924
	 	 166	 	 419	 	 672	 	 925
	 	 167	 	 420	 	 673	 	 926
	 	 168	 	 421	 	 674	 	 927
	 	 169	 	 422	 	 675	 	 928
	 	 170	 	 423	 	 676	 	 929
	 	 171	 	 424	 	 677	 	 930
	 	 172	 	 425	 	 678	 	 931
	 	 173	 	 426	 	 679	 	 932
	 	 174	 	 427	 	 680	 	 933
	 	 175	 	 428	 	 681	 	 934
	 	 176	 	 429	 	 682	 	 935
	 	 177	 	 430	 	 683	 	 936
	 	 178	 	 431	 	 684	 	 937
	 	 179	 	 432	 	 685	 	 938
	 	 180	 	 433	 	 686	 	 939
	 	 181	 	 434	 	 687	 	 940
	 	 182	 	 435	 	 688	 	 941
	 	 183	 	 436	 	 689	 	 942
	 	 184	 	 437	 	 690	 	 943
	 	 185	 	 438	 	 691	 	 944
	 	 186	 	 439	 	 692	 	 945
	 	 187	 	 440	 	 693	 	 946
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_10: 
	 Elements ID: 
	 	 188	 	 441	 	 694	 	 947
	 	 189	 	 442	 	 695	 	 948
	 	 190	 	 443	 	 696	 	 949
	 	 191	 	 444	 	 697	 	 950
	 	 192	 	 445	 	 698	 	 951
	 	 193	 	 446	 	 699	 	 952
	 	 194	 	 447	 	 700	 	 953
	 	 195	 	 448	 	 701	 	 954
	 	 196	 	 449	 	 702	 	 955
	 	 197	 	 450	 	 703	 	 956
	 Materials ID: 
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
ELEMENT_11: 
	 Elements ID: 
	 	 198	 	 451	 	 704	 	 957
	 	 199	 	 452	 	 705	 	 958
	 	 200	 	 453	 	 706	 	 959
	 	 201	 	 454	 	 707	 	 960
	 	 202	 	 455	 	 708	 	 961
	 	 203	 	 456	 	 709	 	 962
