MATERIALS: 
	 1     BALSA                          
	 2     BIAXIAL                        
	 3     PAINT                          
	 4     REINFORCEMENT                  
	 5     TRIAXIAL                       
	 6     UNIDIRECTIONAL                 
ELEMENT_1: 
	 Elements ID: 
	 	 1	 	 240	 	 479	 	 718
	 	 2	 	 241	 	 480	 	 719
	 	 3	 	 242	 	 481	 	 720
	 	 4	 	 243	 	 482	 	 721
	 	 5	 	 244	 	 483	 	 722
	 	 6	 	 245	 	 484	 	 723
	 	 7	 	 246	 	 485	 	 724
	 	 8	 	 247	 	 486	 	 725
	 	 9	 	 248	 	 487	 	 726
	 	 10	 	 249	 	 488	 	 727
	 Materials ID: 
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
	 	 3	 	 5	 	 4	 	 5
ELEMENT_2: 
	 Elements ID: 
	 	 11	 	 250	 	 489	 	 728
	 	 12	 	 251	 	 490	 	 729
	 	 13	 	 252	 	 491	 	 730
	 	 14	 	 253	 	 492	 	 731
	 	 15	 	 254	 	 493	 	 732
	 	 16	 	 255	 	 494	 	 733
	 	 17	 	 256	 	 495	 	 734
	 	 18	 	 257	 	 496	 	 735
	 	 19	 	 258	 	 497	 	 736
	 	 20	 	 259	 	 498	 	 737
	 	 21	 	 260	 	 499	 	 738
	 	 22	 	 261	 	 500	 	 739
	 	 23	 	 262	 	 501	 	 740
	 	 24	 	 263	 	 502	 	 741
	 	 25	 	 264	 	 503	 	 742
	 	 26	 	 265	 	 504	 	 743
	 	 27	 	 266	 	 505	 	 744
	 	 28	 	 267	 	 506	 	 745
	 	 29	 	 268	 	 507	 	 746
	 	 30	 	 269	 	 508	 	 747
	 	 31	 	 270	 	 509	 	 748
	 	 32	 	 271	 	 510	 	 749
	 	 33	 	 272	 	 511	 	 750
	 	 34	 	 273	 	 512	 	 751
	 	 35	 	 274	 	 513	 	 752
	 	 36	 	 275	 	 514	 	 753
	 	 37	 	 276	 	 515	 	 754
	 	 38	 	 277	 	 516	 	 755
	 	 39	 	 278	 	 517	 	 756
	 	 40	 	 279	 	 518	 	 757
	 	 41	 	 280	 	 519	 	 758
	 	 42	 	 281	 	 520	 	 759
	 	 43	 	 282	 	 521	 	 760
	 	 44	 	 283	 	 522	 	 761
	 	 45	 	 284	 	 523	 	 762
	 	 46	 	 285	 	 524	 	 763
	 	 47	 	 286	 	 525	 	 764
	 	 48	 	 287	 	 526	 	 765
	 	 49	 	 288	 	 527	 	 766
	 	 50	 	 289	 	 528	 	 767
	 	 51	 	 290	 	 529	 	 768
	 Materials ID: 
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
	 	 3	 	 5	 	 1	 	 5
ELEMENT_3: 
	 Elements ID: 
	 	 52	 	 291	 	 530	 	 769
	 	 53	 	 292	 	 531	 	 770
	 	 54	 	 293	 	 532	 	 771
	 	 55	 	 294	 	 533	 	 772
	 	 56	 	 295	 	 534	 	 773
	 	 57	 	 296	 	 535	 	 774
	 	 58	 	 297	 	 536	 	 775
	 	 59	 	 298	 	 537	 	 776
	 	 60	 	 299	 	 538	 	 777
	 	 61	 	 300	 	 539	 	 778
	 	 62	 	 301	 	 540	 	 779
	 	 63	 	 302	 	 541	 	 780
	 	 64	 	 303	 	 542	 	 781
	 	 65	 	 304	 	 543	 	 782
	 	 66	 	 305	 	 544	 	 783
	 	 67	 	 306	 	 545	 	 784
	 	 68	 	 307	 	 546	 	 785
	 	 69	 	 308	 	 547	 	 786
	 	 70	 	 309	 	 548	 	 787
	 	 71	 	 310	 	 549	 	 788
	 	 72	 	 311	 	 550	 	 789
	 	 73	 	 312	 	 551	 	 790
	 	 74	 	 313	 	 552	 	 791
	 Materials ID: 
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
	 	 3	 	 5	 	 6	 	 5
